# Step 5000
# x y theta R psi_density
46 1 5509.21 0.162005 76301.8
47 1 3925.16 0.43813 47418.8
48 1 2479.73 0.141201 36642.2
49 1 1511.21 0.141085 18054.4
50 1 968.733 0.25299 8794
51 1 436.869 0.265101 1499.97
52 1 114.151 0.336018 187.755
53 1 41.5791 0.412755 49.6309
54 1 52.731 0.339578 294.415
55 1 84.9142 0.317542 1112.46
56 1 127.816 0.277144 1686.63
57 1 111.558 0.713417 1274.07
58 1 65.2227 0.229105 1134.53
59 1 105.729 0.159941 2036.12
60 1 234.001 0.364458 5170.15
61 1 109.959 0.334249 2905.69
62 1 234.078 0.631846 174.987
63 1 407.98 0.348527 1807.97
0 2 45.6483 0.444703 743.208
1 2 488.113 0.171971 6182.56
2 2 663.113 0.442155 8744.54
3 2 25.6671 0.260791 309.65
4 2 583.448 0.414874 6696.07
5 2 839.818 0.257994 14551.4
6 2 253.078 0.347769 4389.9
7 2 711.248 0.194428 8295.83
8 2 1376.01 0.371312 21096.3
9 2 1333.57 0.411268 25747.6
10 2 1353.77 0.157906 29880.8
11 2 1970.7 0.0705037 37381.1
12 2 2991.49 0.111646 47806.7
13 2 3553.4 0.426505 62109.3
14 2 3702.86 0.328715 70282.7
15 2 3557.06 0.66204 62589
16 2 3544.97 0.581291 60129.1
17 2 3765.13 0.788589 68156.6
18 2 4242.76 0.493522 72641.8
19 2 4625.38 0.524309 80746.8
20 2 4686.41 0.257062 71940.9
21 2 4996.24 0.226593 73257.7
22 2 4344.6 0.283861 54762.1
23 2 3208.95 0.157582 40401.4
24 2 2179.89 0.369874 25090.8
25 2 1297.66 0.196479 15880.6
26 2 1030.11 0.412062 10241.1
27 2 698.892 0.370432 3858.04
28 2 532.274 0.684583 3656.33
29 2 757.708 0.381253 14431.1
30 2 1365.85 0.300438 32146.5
31 2 2208.48 0.515234 49598.1
32 2 2882.66 0.280038 67500.6
33 2 3550.42 0.223117 70545
34 2 4636.96 0.54009 91083.3
35 2 5375.43 0.322665 100264
36 2 5531.72 0.630794 105085
37 2 5150.58 0.362315 93009.5
38 2 4711.66 0.159474 90565.4
39 2 3930.53 0.309503 75093.7
40 2 4010 0.488929 64573.5
41 2 4044.16 0.580233 57869.9
42 2 4116.48 0.122076 60308.5
43 2 3759.37 0.205081 54339.5
44 2 3263.43 0.349166 54853
45 2 2040.26 0.0950924 37517.5
46 2 1105.4 0.201364 20795.8
47 2 435.251 0.453763 6953.03
48 2 184.544 0.214008 1880.63
49 2 156.354 0.12562 66.2954
50 2 324.009 0.160734 3184.38
51 2 686.595 0.085278 12760.4
52 2 990.232 0.131273 20541.1
53 2 923.766 0.236227 18061.6
54 2 688.225 0.309681 17302.5
55 2 649.896 0.289697 16764.4
56 2 929.95 0.261631 19463.3
57 2 1087.34 0.494454 21966.1
58 2 1000.88 0.109306 14347.5
59 2 428.034 0.566121 6490.39
60 2 194.176 0.328618 3123.24
61 2 174.128 0.161155 3622.48
62 2 85.4993 0.297262 536.654
63 2 123.978 0.14836 58.954
0 3 44.872 0.372425 689.334
1 3 104.542 0.0844072 2054.27
2 3 319.401 0.371536 4711.74
3 3 118.853 0.0936036 1336.03
4 3 162.428 0.281322 2674.43
5 3 368.258 0.308583 7961.78
6 3 230.322 0.206133 3329.32
7 3 527.767 0.332154 8223.86
8 3 672.14 0.158953 19925.2
9 3 580.706 0.0518489 16071.3
10 3 962.134 0.368503 17561.5
11 3 1263.32 0.471742 27688.2
12 3 1285.46 0.467068 29337.1
13 3 1413.92 0.324628 22397.6
14 3 1385.15 0.185967 20668.1
15 3 993.409 0.468288 13607.5
16 3 712.233 0.381495 9830.04
17 3 832.546 0.523934 9877.32
18 3 809.965 0.585786 12295.9
19 3 686.527 0.273571 11076.5
20 3 547.729 0.189512 9307.41
21 3 498.881 0.168494 5546.57
22 3 493.613 0.343852 6113.19
23 3 549.089 0.335632 11907
24 3 788.254 0.30015 13423.7
25 3 1040.34 0.104879 16456
26 3 1195.63 0.447051 19379
27 3 913.738 0.404196 11997.2
28 3 737.151 0.240885 10786.7
29 3 536.17 0.35628 9608.22
30 3 640.428 0.3771 13022.3
31 3 722.359 0.0888888 18273
32 3 593.994 0.32958 18156.5
33 3 434.31 0.42096 12378.4
34 3 454.862 0.451182 12703.7
35 3 674.416 0.535018 13945.5
36 3 1237.87 0.481284 18432.1
37 3 1954.44 0.449125 25390.2
38 3 2563.58 0.0601875 34987.1
39 3 3002.26 0.266718 44614.2
40 3 2797.8 0.530716 48315.5
41 3 2100.49 0.598763 47056.4
42 3 1591.2 0.158305 41439.3
43 3 1265.85 0.217662 34012.1
44 3 1053.66 0.301131 25743.1
45 3 834.9 0.587863 21267.8
46 3 907.798 0.598028 14054.7
47 3 1211.93 0.581689 8095.25
48 3 1566.6 0.0951684 10788.2
49 3 1825.86 0.069655 14282.7
50 3 2000.14 0.14067 19035.8
51 3 2163.74 0.247298 26170.2
52 3 2456.31 0.652131 39387
53 3 2514.19 0.0501743 42270.6
54 3 2004.14 0.02906 33240.7
55 3 1081.2 0.250212 22320.7
56 3 699.138 0.605302 12653.5
57 3 1180.53 0.787196 22864.7
58 3 1091.57 0.223394 20938.9
59 3 628.659 0.142557 8542.11
60 3 190.665 0.732823 2779.46
61 3 206.876 0.463572 4560.34
62 3 182.933 0.678287 2610.72
63 3 65.2135 0.182628 54.7913
0 4 142.32 0.24904 1834.1
1 4 99.5626 0.0343329 939.337
2 4 38.3664 0.290576 1133.75
3 4 134.01 0.395681 2563.29
4 4 116.363 0.234204 1911.81
5 4 105.576 0.432828 1930.51
6 4 99.8003 0.629116 1902.08
7 4 193.171 0.45335 1914.84
8 4 222.035 0.414205 4772.7
9 4 84.7655 0.693435 1944.46
10 4 242.05 0.656007 4415.54
11 4 363.207 0.442183 8667.59
12 4 119.501 0.149051 2684.28
13 4 160.109 0.448764 1039.24
14 4 306.437 0.46806 4270.16
15 4 447.172 0.351406 4962.42
16 4 952.246 0.303555 10614.9
17 4 1524.76 0.415687 16812.9
18 4 1982.5 0.73132 21738.9
19 4 2335.25 0.26569 22022.7
20 4 2630.83 0.325857 28756
21 4 3175.25 0.167795 35993.7
22 4 3822.34 0.237326 49333.6
23 4 4409.68 0.295609 66439
24 4 4825.83 0.228725 68999.4
25 4 5647.03 0.530768 76193.5
26 4 5167.61 0.265523 58613.7
27 4 3743.14 0.515601 43405.1
28 4 2652.14 0.299179 29680.8
29 4 1661.02 0.354644 23365.2
30 4 1178.24 0.316623 16164.2
31 4 1147.69 0.132946 17495.3
32 4 1047.77 0.207327 16279
33 4 936.722 0.312503 8146.03
34 4 1293.67 0.191104 13856
35 4 3073.79 0.49943 45806.6
36 4 6621.03 0.510481 89990.5
37 4 11081.3 0.210639 153797
38 4 15427.4 0.149148 221064
39 4 17336.8 0.298321 260752
40 4 17711.7 0.210134 292343
41 4 15863.7 0.289946 275833
42 4 12658.8 0.42046 225196
43 4 10106.6 0.530079 206580
44 4 8045.31 0.362976 169973
45 4 7082.93 0.234513 135894
46 4 5483.09 0.238061 92707.7
47 4 4754.53 0.331725 69836.3
48 4 4197.74 0.207831 52506
49 4 3368.75 0.210172 41654.5
50 4 2980.4 0.32356 32997
51 4 2605.28 0.116585 24634.4
52 4 2206.25 0.235331 23758.2
53 4 2185.21 0.387589 26252.2
54 4 1746.57 0.102691 20068.8
55 4 1038.76 0.111977 11218.5
56 4 384.776 0.40405 2459.23
57 4 247.928 0.6013 2341.39
58 4 361.06 0.344337 5403.66
59 4 333.276 0.548055 4248.47
60 4 141.277 0.402538 861.675
61 4 60.3005 0.130887 2145.11
62 4 103.709 0.216911 2446.6
63 4 71.0008 0.111066 642.514
0 5 164.436 0.178552 2723.62
1 5 245.36 0.101037 2761.13
2 5 84.6219 0.058955 194.51
3 5 157.252 0.41339 4014.25
4 5 265.423 0.434689 6523.9
5 5 128.714 0.627621 1701.46
6 5 155.237 0.768973 1557.65
7 5 155.978 0.435448 2407.32
8 5 209.342 0.269379 2978.02
9 5 322.796 0.4395 3372.27
10 5 299.604 0.490226 5530.36
11 5 382.842 0.371987 7090.8
12 5 880.719 0.126503 8179.63
13 5 1617.18 0.173053 18287.2
14 5 1957.27 0.428589 24915.1
15 5 2159.35 0.316935 28816.8
16 5 3014.16 0.249963 40529.7
17 5 4163.05 0.3423 68623.2
18 5 5417.28 0.366976 80975.1
19 5 6103.3 0.245313 90642.7
20 5 6756.18 0.119176 96417.7
21 5 7687.93 0.266029 114818
22 5 7976.92 0.582592 116691
23 5 8137.08 0.458522 119227
24 5 7609.97 0.36069 109487
25 5 7200.65 0.26841 98464.4
26 5 5959.79 0.466068 75981.3
27 5 4219.29 0.199091 46463.9
28 5 2539.68 0.1735 25410.5
29 5 1398.54 0.270715 20628.9
30 5 994.38 0.316628 22357
31 5 1352.39 0.250814 33729.2
32 5 1787.3 0.148747 36744.9
33 5 2610.94 0.486499 44468.4
34 5 4005.41 0.543268 76416.3
35 5 7000.08 0.603454 120592
36 5 11316 0.671296 193390
37 5 16356.3 0.495782 304182
38 5 21978.7 0.0373168 374952
39 5 27012.2 0.109399 456923
40 5 28116.1 0.257456 472861
41 5 25840.7 0.173858 474854
42 5 22835.9 0.164026 423655
43 5 19432.8 0.454043 355131
44 5 16191.3 0.201114 330363
45 5 13376.8 0.43733 249063
46 5 9563.84 0.182799 194433
47 5 6407.31 0.0982596 126622
48 5 4432.02 0.313038 91390.3
49 5 2545.16 0.45424 52354.3
50 5 1511.11 0.262057 23156.1
51 5 998.236 0.36012 11548.6
52 5 709.73 0.483209 3331.17
53 5 694.44 0.487339 2420.08
54 5 626.505 0.260197 3684.27
55 5 589.294 0.0770021 4094.21
56 5 448.323 0.174365 2829.5
57 5 357.267 0.642944 2520.1
58 5 296.827 0.169589 2153.88
59 5 182.119 0.486356 1412.42
60 5 138.297 0.153733 752.564
61 5 163.965 0.045996 950.739
62 5 193.946 0.199098 4294.56
63 5 156.57 0.133096 4210.55
0 6 196.032 0.349626 2354.46
1 6 129.948 0.62211 1493.69
2 6 102.833 0.201709 286.026
3 6 154.284 0.114973 3801.16
4 6 224.195 0.395864 6418.68
5 6 104.363 0.141181 2411.65
6 6 79.6051 0.52798 335.173
7 6 340.697 0.454185 6807.66
8 6 661.954 0.300327 17618.7
9 6 808.298 0.402735 16227.3
10 6 1203.03 0.338668 20427.1
11 6 1867.49 0.136957 36397.8
12 6 2474 0.272296 45218.5
13 6 3066.6 0.562444 42721.8
14 6 2884.07 0.37513 47415.3
15 6 2409.21 0.612662 42917.3
16 6 2724.7 0.674542 48804.7
17 6 3837.37 0.39158 75177.2
18 6 4828.68 0.272863 102257
19 6 5483.1 0.188769 112271
20 6 6144.59 0.204916 121505
21 6 6323.22 0.352319 121771
22 6 5711.89 0.562579 114552
23 6 5734.25 0.243869 107576
24 6 5445.25 0.237523 96550
25 6 5007.04 0.543567 74183.8
26 6 3854.08 0.379562 55492.8
27 6 2734.36 0.229712 29317.7
28 6 1304.24 0.057242 12127.4
29 6 589.237 0.284865 9000.87
30 6 590.069 0.396713 19119.7
31 6 940.798 0.447057 28361.1
32 6 1536.64 0.531769 36777.3
33 6 2112.5 0.389438 44301.5
34 6 3217.94 0.326289 73246.8
35 6 5351.46 0.277676 100704
36 6 8152.56 0.321409 158343
37 6 11849.5 0.246532 236591
38 6 16083.5 0.158271 290197
39 6 19351.5 0.353442 356791
40 6 19929.7 0.242842 372550
41 6 21231 0.386366 389242
42 6 18470.2 0.253516 394587
43 6 16668.8 0.0377169 365709
44 6 13073.3 0.0873492 297053
45 6 11233 0.187189 247156
46 6 7773.42 0.513786 172477
47 6 4306.65 0.26585 110312
48 6 2180.85 0.376353 57733.8
49 6 908.816 0.620693 27767.7
50 6 384.106 0.519002 8994.39
51 6 435.89 0.411581 788.137
52 6 702.475 0.295575 1680.41
53 6 1036.71 0.276453 8389.15
54 6 992.666 0.208261 12430.8
55 6 697.541 0.141787 10777.4
56 6 297.4 0.306839 3197.37
57 6 383.957 0.416931 5664.28
58 6 594.048 0.119406 9947.7
59 6 395.73 0.469597 8376.5
60 6 121.7 0.740732 1188.39
61 6 189.319 0.392831 1166.66
62 6 175.934 0.324726 3496.54
63 6 185.153 0.465111 4313.07
0 7 491.105 0.198579 3197.7
1 7 26.5028 0.34765 479.439
2 7 297.119 0.229471 1340.31
3 7 472.134 0.441716 5987.68
4 7 147.692 0.715891 3598.17
5 7 167.535 0.205406 963.105
6 7 145.331 0.621234 212.981
7 7 123.899 0.265232 4014.13
8 7 582.707 0.394363 16692.4
9 7 650.726 0.443643 17675.4
10 7 1188.65 0.534995 25881.7
11 7 2325.16 0.407768 52983.9
12 7 2584.93 0.555467 52414.4
13 7 2401.96 0.225004 44402.6
14 7 1794.02 0.58027 37150.6
15 7 1177.68 0.535514 26860.9
16 7 1251.02 0.411822 31840.5
17 7 1985.25 0.466734 49356.4
18 7 3090.08 0.447396 66517.7
19 7 4008.88 0.400377 80666.8
20 7 5039.37 0.366824 96987.3
21 7 5210.58 0.229719 92365.3
22 7 4796.67 0.229614 78768.8
23 7 4966.73 0.257895 70557.4
24 7 4876.56 0.186428 60287.4
25 7 4383.81 0.545559 54535
26 7 3473.21 0.410009 38838
27 7 2296.78 0.47728 23456.1
28 7 1176.13 0.1146 7386.04
29 7 519.366 0.15955 3139.16
30 7 252.024 0.419785 3865.88
31 7 208.169 0.442849 7062.17
32 7 558.29 0.601285 12885.7
33 7 1471.22 0.398274 24695.2
34 7 2941.57 0.378112 40562.7
35 7 4494.05 0.165129 62991.2
36 7 6928.32 0.179096 94428
37 7 9514.66 0.237171 135825
38 7 12562.2 0.526006 172194
39 7 15482.2 0.503257 219049
40 7 16117.8 0.202939 244579
41 7 15562.4 0.131325 274959
42 7 14763.9 0.182718 271819
43 7 12365.1 0.397767 251093
44 7 9600.83 0.234168 190611
45 7 7120.75 0.257369 160806
46 7 4200.65 0.0744686 110474
47 7 2185.52 0.243022 60073.4
48 7 933.426 0.299124 23716.7
49 7 451.76 0.466209 4513.69
50 7 524.336 0.518049 30.6448
51 7 895.999 0.529358 2539.06
52 7 1260.58 0.561915 9045.08
53 7 1768.09 0.413293 18488.5
54 7 1817.26 0.256551 23684.3
55 7 1335.72 0.280697 16837.9
56 7 555.471 0.348351 4698.39
57 7 241.748 0.0895009 2213.36
58 7 515.603 0.312161 6677.85
59 7 512.673 0.4918 6413.67
60 7 145.757 0.484163 1088.47
61 7 50.9946 0.128311 974.457
62 7 186.783 0.178146 3676.61
63 7 482.531 0.158404 5305.34
0 8 872.96 0.101927 11794.3
1 8 195.689 0.25491 2443.42
2 8 484.157 0.0661948 5027.16
3 8 912.248 0.340507 13435.7
4 8 422.87 0.527433 8374.79
5 8 431.962 0.420783 1435.43
6 8 711.108 0.457261 4870.39
7 8 234.434 0.498755 2111.33
8 8 217.181 0.235782 3792.34
9 8 183.59 0.343347 7225.62
10 8 376.054 0.105861 9841.93
11 8 1041.87 0.276274 25735.1
12 8 1350.54 0.61912 35211
13 8 1029.89 0.404182 22099.3
14 8 883.867 0.126457 18637.1
15 8 1107.47 0.309862 22217
16 8 2010.14 0.524383 37842.3
17 8 3694.25 0.349692 55265.5
18 8 5712.03 0.490217 81616.1
19 8 7779.07 0.535944 107412
20 8 8046.97 0.526907 105630
21 8 8292.17 0.237114 110898
22 8 8487.9 0.373047 94975.7
23 8 8089.42 0.0939573 96445.4
24 8 7998.88 0.199563 89893
25 8 6746.03 0.495605 84937.9
26 8 4988.37 0.0700595 64656.7
27 8 3448.06 0.248617 50312.5
28 8 1794.83 0.322076 26103.4
29 8 933.471 0.227167 15822.6
30 8 586.813 0.196779 12080.1
31 8 507.913 0.453747 17012.9
32 8 1197.69 0.52824 30918.7
33 8 2729.29 0.706845 52725.3
34 8 5357.67 0.575955 86252.9
35 8 9204.59 0.758846 132578
36 8 13136.7 0.164045 190653
37 8 18180.9 0.340183 244937
38 8 21691.6 0.391258 302770
39 8 27162.9 0.331339 353824
40 8 27969.8 0.147978 428884
41 8 28092.3 0.125776 462346
42 8 26416 0.304444 433663
43 8 19714.2 0.405495 374781
44 8 16094 0.35974 290909
45 8 11874.7 0.252791 242041
46 8 8041.7 0.194842 180715
47 8 5274.87 0.714322 110365
48 8 2870.09 0.284627 55416.8
49 8 1557.85 0.159762 20066.6
50 8 993.629 0.316696 8232.18
51 8 915.368 0.226886 4507.79
52 8 996.806 0.0971982 4341.71
53 8 1363.98 0.423837 8147.08
54 8 1569.72 0.3468 12110.8
55 8 1275.34 0.303687 11677.4
56 8 569.716 0.09484 5398.68
57 8 193.702 0.0403521 730.194
58 8 373.476 0.360283 1812.49
59 8 362.877 0.351087 2830.17
60 8 103.995 0.343295 1673.69
61 8 64.9703 0.22183 1078.76
62 8 364.923 0.505475 5701.33
63 8 747.936 0.33997 13420.6
0 9 719.648 0.28024 13645.7
1 9 509.855 0.444332 7536.73
2 9 401.461 0.181575 7972.48
3 9 1173.72 0.308474 17983.1
4 9 1028.84 0.277467 21831.2
5 9 744.274 0.50676 9291.12
6 9 1177.59 0.395765 13597.4
7 9 1015.59 0.412748 14864.7
8 9 716.172 0.286365 11275.2
9 9 581.807 0.351619 6987.88
10 9 769.89 0.0983781 10447.3
11 9 1228.54 0.356415 23866
12 9 1670.29 0.45414 28501.8
13 9 2050.43 0.484035 34188.4
14 9 2901.9 0.486445 52615.8
15 9 3729.94 0.264354 73428.5
16 9 4573.45 0.197882 91167
17 9 6400.76 0.666401 118689
18 9 9715.43 0.745778 156696
19 9 12520.1 0.645542 183155
20 9 13922.1 0.33269 205902
21 9 14335.8 0.112107 218972
22 9 13151.7 0.250975 204114
23 9 12959.6 0.40214 198350
24 9 11875.5 0.39513 180067
25 9 10169.8 0.204898 158244
26 9 7437.62 0.154764 137680
27 9 5494.5 0.266133 115564
28 9 3973.32 0.346178 85616.3
29 9 3398.35 0.150265 69900.3
30 9 2924.96 0.2458 67828
31 9 2672.08 0.410314 77414.2
32 9 3233.1 0.23417 100770
33 9 4599.1 0.500899 139659
34 9 7654.29 0.530082 181889
35 9 11835.6 0.908498 249391
36 9 17600.2 0.451444 326066
37 9 21997.4 0.198981 407591
38 9 28525 0.386199 483337
39 9 37515.7 0.419703 619038
40 9 41624.3 0.494948 707735
41 9 44412 0.289694 793183
42 9 41426.8 0.28925 690275
43 9 38392.8 0.220957 644460
44 9 33186.6 0.157641 560688
45 9 26563.9 0.252941 471844
46 9 17602.1 0.238793 369379
47 9 11199.9 0.502154 251389
48 9 5716.9 0.303245 119579
49 9 2723.59 0.346817 62551.5
50 9 1165.08 0.339602 25867.4
51 9 704.408 0.200834 11198.1
52 9 554.145 0.295159 2559.32
53 9 652.97 0.256221 270.915
54 9 743.767 0.266314 4373.59
55 9 487.642 0.489456 5157.1
56 9 136.819 0.348705 1316
57 9 43.901 0.0877907 371.092
58 9 120.494 0.407412 1889.93
59 9 119.568 0.27477 3507.07
60 9 144.813 0.0685529 3872.71
61 9 179.193 0.213104 2270.09
62 9 121.916 0.250147 2584.6
63 9 338.877 0.387851 7222.39
0 10 746.795 0.0838865 12115.6
1 10 557.81 0.517915 9273.73
2 10 236.836 0.157957 6977.1
3 10 1260.47 0.151901 16906.9
4 10 1550.13 0.0849483 26227.5
5 10 806.486 0.427146 15935.6
6 10 1216.2 0.438769 14310
7 10 1690.17 0.547438 24938.2
8 10 1698.83 0.148476 29555.1
9 10 1353.07 0.649585 24784.6
10 10 1337 0.428196 23073.8
11 10 1966.33 0.271616 33966.2
12 10 2937.84 0.337259 50303
13 10 3982.05 0.439794 72204.1
14 10 4753.05 0.531821 91797.8
15 10 5500.97 0.415412 120061
16 10 6431.15 0.0818029 149047
17 10 7970.72 0.0583461 171471
18 10 10075.4 0.303917 201830
19 10 12201.8 0.275577 227644
20 10 15494.9 0.336391 253805
21 10 16223.1 0.545382 295614
22 10 16261.9 0.351805 306711
23 10 16016.6 0.386841 292946
24 10 16222.2 0.0689397 300475
25 10 13417.2 0.394501 274606
26 10 10582.2 0.559059 239951
27 10 9535.57 0.392186 198542
28 10 8654.56 0.172549 184655
29 10 8026.67 0.339027 174121
30 10 7878.31 0.276129 165398
31 10 7593.76 0.175563 184633
32 10 8392.52 0.143373 216884
33 10 10957.4 0.716933 258200
34 10 13109.3 0.693796 277240
35 10 14986.8 0.708618 287195
36 10 19265.5 0.528122 362576
37 10 23416.7 0.181757 420908
38 10 30107.9 0.310204 562396
39 10 39045.5 0.140364 672791
40 10 49293.5 0.210006 831846
41 10 52011 0.0742952 857748
42 10 51276.8 0.309475 866863
43 10 48911 0.292865 792353
44 10 43315.2 0.11782 736728
45 10 35744.6 0.208722 618287
46 10 23658.4 0.217714 490636
47 10 16067.1 0.350467 345826
48 10 7423.82 0.251245 183169
49 10 2824.45 0.42122 75890
50 10 1125.21 0.299224 33137.6
51 10 664.202 0.18641 16884.4
52 10 412.536 0.292267 7095.09
53 10 516.246 0.328018 6899.85
54 10 853.381 0.155058 14393.9
55 10 702.051 0.221696 12521.9
56 10 355.077 0.286108 4775.25
57 10 114.974 0.375515 1856.68
58 10 261.154 0.567985 7204.89
59 10 585.043 0.631885 12159.7
60 10 588.729 0.47212 8676
61 10 272.938 0.406162 5258.21
62 10 181.614 0.214595 2437.69
63 10 432.629 0.160544 3290.1
0 11 563.225 0.21939 9014.28
1 11 212.48 0.331317 6214.44
2 11 140.865 0.182889 1250.98
3 11 1122.12 0.16996 11688.2
4 11 1411.08 0.173204 24298.3
5 11 565.398 0.271442 10814.6
6 11 906.621 0.396827 5579.39
7 11 1586.72 0.273196 15909.2
8 11 1450.62 0.350681 26075.3
9 11 847.999 0.250402 18194.4
10 11 659.19 0.337315 11324.8
11 11 1097.36 0.375263 17246.5
12 11 1743.36 0.393432 35076.6
13 11 2493.6 0.243686 52113.4
14 11 3407.21 0.616163 71398
15 11 4896.43 0.694292 107023
16 11 6364.52 0.387255 137141
17 11 7775.47 0.215509 158888
18 11 9651.61 0.293727 188636
19 11 11502.9 0.0670789 203832
20 11 14954.9 0.283994 243816
21 11 17306.4 0.278608 280438
22 11 18277 0.436403 316404
23 11 18087.4 0.280155 341171
24 11 19452.8 0.311942 390885
25 11 18390.7 0.127399 386946
26 11 17578.3 0.678034 371865
27 11 17513.3 0.187227 340174
28 11 16092.7 0.108747 322301
29 11 16538.2 0.241829 351751
30 11 16909.7 0.28117 343132
31 11 18853.3 0.116771 392093
32 11 19845.5 0.255164 450020
33 11 25117 0.368098 471435
34 11 27366.7 0.301299 538514
35 11 30600.4 0.240444 510331
36 11 31810.7 0.313903 534942
37 11 34521.4 0.0537655 534539
38 11 39492.4 0.153578 607895
39 11 44696.4 0.0434727 753304
40 11 52097.8 0.481803 804514
41 11 52308.3 0.202495 855675
42 11 51470 0.299348 811413
43 11 47514.2 0.474734 727555
44 11 37663.6 0.405148 639862
45 11 31819.3 0.43775 561825
46 11 23181.3 0.534435 442834
47 11 13286.9 0.124152 265949
48 11 6287.44 0.264942 135241
49 11 2495.81 0.32698 62159.3
50 11 1209.93 0.404913 30285.5
51 11 1162.73 0.375667 19772.6
52 11 846.83 0.0970232 12208.8
53 11 876.086 0.382097 16140
54 11 1374.64 0.264381 29782.7
55 11 1407.16 0.289051 28514.2
56 11 741.415 0.551317 12302.4
57 11 280.252 0.347862 7856.63
58 11 708.769 0.51609 17473.2
59 11 1348.54 0.33719 26492.6
60 11 776.515 0.550539 16480.5
61 11 145.322 0.479655 3885.32
62 11 519.996 0.444551 8962.11
63 11 870.095 0.249871 7990.51
0 12 285.549 0.316932 3749.31
1 12 49.3047 0.638734 1265.6
2 12 209.412 0.259681 345.373
3 12 654.863 0.306095 6684.18
4 12 666.679 0.214519 10493.3
5 12 200.424 0.485684 2159.88
6 12 659.712 0.286746 1784.18
7 12 1248.65 0.149349 8540.12
